"","state","segment_area_id","year","month","n","volume_mt","vol_mdaily","type"
"41","DC",1669,2023,3,8,128,16,"bike"
"42","DC",1669,2023,4,26,81001.5,3115.44230769231,"bike"
"43","DC",1669,2023,5,29,29032,1001.10344827586,"bike"
"44","DC",1669,2023,7,17,215242,12661.2941176471,"bike"
"45","DC",1670,2018,2,9,358,39.7777777777778,"bike"
"46","DC",1670,2018,3,31,1282.5,41.3709677419355,"bike"
"47","DC",1670,2018,4,30,2351.5,78.3833333333333,"bike"
"48","DC",1670,2018,5,31,3502,112.967741935484,"bike"
"49","DC",1670,2018,6,30,3702,123.4,"bike"
"50","DC",1670,2018,7,31,4437,143.129032258065,"bike"
"51","DC",1670,2018,8,31,4001,129.064516129032,"bike"
"52","DC",1670,2018,9,30,3138,104.6,"bike"
"53","DC",1670,2018,10,31,2337,75.3870967741936,"bike"
"54","DC",1670,2018,11,30,1385.5,46.1833333333333,"bike"
"55","DC",1670,2018,12,31,903,29.1290322580645,"bike"
"56","DC",1670,2019,1,31,751,24.2258064516129,"bike"
"57","DC",1670,2019,2,28,776,27.7142857142857,"bike"
"58","DC",1670,2019,3,31,1753,56.5483870967742,"bike"
"59","DC",1670,2019,4,30,3082.5,102.75,"bike"
"60","DC",1670,2019,5,31,3737,120.548387096774,"bike"
"61","DC",1670,2019,6,30,4709,156.966666666667,"bike"
"62","DC",1670,2019,7,31,4350,140.322580645161,"bike"
"63","DC",1670,2019,8,31,4476,144.387096774194,"bike"
"64","DC",1670,2019,9,30,4253.5,141.783333333333,"bike"
"65","DC",1670,2019,10,31,2684,86.5806451612903,"bike"
"66","DC",1670,2019,11,30,1534.5,51.15,"bike"
"67","DC",1670,2019,12,31,844,27.2258064516129,"bike"
"68","DC",1670,2020,1,31,1220,39.3548387096774,"bike"
"69","DC",1670,2020,2,29,125.5,4.32758620689655,"bike"
"70","DC",1670,2020,3,27,0,0,"bike"
"71","DC",1670,2020,4,30,0,0,"bike"
"72","DC",1670,2020,5,27,0,0,"bike"
"73","DC",1670,2020,6,28,0,0,"bike"
"74","DC",1670,2020,7,31,0,0,"bike"
"75","DC",1670,2020,8,31,0,0,"bike"
"76","DC",1670,2020,9,30,3520,117.333333333333,"bike"
"77","DC",1670,2020,10,31,7196.5,232.145161290323,"bike"
"78","DC",1670,2020,11,30,5752,191.733333333333,"bike"
"79","DC",1670,2020,12,31,2568.5,82.8548387096774,"bike"
"80","DC",1670,2021,1,31,2543,82.0322580645161,"bike"
"81","DC",1670,2021,2,28,1389.5,49.625,"bike"
"82","DC",1670,2021,3,31,5261,169.709677419355,"bike"
"83","DC",1670,2021,4,30,6375,212.5,"bike"
"84","DC",1670,2021,5,31,7275.5,234.693548387097,"bike"
"85","DC",1670,2021,6,30,7133,237.766666666667,"bike"
"86","DC",1670,2021,7,31,7379.5,238.048387096774,"bike"
"87","DC",1670,2021,8,31,5754,185.612903225806,"bike"
"88","DC",1670,2021,9,30,6590,219.666666666667,"bike"
"89","DC",1670,2021,10,31,5324.5,171.758064516129,"bike"
"90","DC",1670,2021,11,30,2761,92.0333333333333,"bike"
"91","DC",1670,2021,12,31,2243,72.3548387096774,"bike"
"92","DC",1670,2022,1,31,643,20.741935483871,"bike"
"93","DC",1670,2022,2,28,1956.5,69.875,"bike"
"94","DC",1670,2022,3,31,3024,97.5483870967742,"bike"
"95","DC",1670,2022,4,30,4435,147.833333333333,"bike"
"96","DC",1670,2022,5,31,4866,156.967741935484,"bike"
"97","DC",1670,2022,6,30,6118.5,203.95,"bike"
"98","DC",1670,2022,7,31,6086.5,196.338709677419,"bike"
"99","DC",1670,2022,8,31,5532,178.451612903226,"bike"
"100","DC",1670,2022,9,30,5221.5,174.05,"bike"
"101","DC",1670,2022,10,31,3659.5,118.048387096774,"bike"
"102","DC",1670,2022,11,30,2760.5,92.0166666666667,"bike"
"103","DC",1670,2022,12,31,1130.5,36.4677419354839,"bike"
"104","DC",1670,2023,1,31,1976,63.741935483871,"bike"
"105","DC",1670,2023,2,28,464.5,16.5892857142857,"bike"
"106","DC",1670,2023,3,30,0,0,"bike"
"107","DC",1670,2023,4,30,0,0,"bike"
"108","DC",1670,2023,5,31,0,0,"bike"
"109","DC",1670,2023,6,30,0,0,"bike"
"110","DC",1670,2023,7,17,0,0,"bike"
"111","DC",1671,2018,3,31,1757.5,56.6935483870968,"bike"
"112","DC",1671,2018,4,30,3088.5,102.95,"bike"
"113","DC",1671,2018,5,31,4647.5,149.91935483871,"bike"
"114","DC",1671,2018,6,30,4834.5,161.15,"bike"
"115","DC",1671,2018,7,31,6010.5,193.887096774194,"bike"
"116","DC",1671,2018,8,31,5347,172.483870967742,"bike"
"117","DC",1671,2018,9,30,4187.5,139.583333333333,"bike"
"118","DC",1671,2018,10,31,3253.5,104.951612903226,"bike"
"119","DC",1671,2018,11,30,2006,66.8666666666667,"bike"
"120","DC",1671,2018,12,31,1307.5,42.1774193548387,"bike"
"121","DC",1671,2019,1,31,1080,34.8387096774194,"bike"
"122","DC",1671,2019,2,28,1159.5,41.4107142857143,"bike"
"123","DC",1671,2019,3,31,2445.5,78.8870967741936,"bike"
"124","DC",1671,2019,4,30,4309.5,143.65,"bike"
"125","DC",1671,2019,5,31,5210,168.064516129032,"bike"
"126","DC",1671,2019,6,30,6493,216.433333333333,"bike"
"127","DC",1671,2019,7,31,6007.5,193.790322580645,"bike"
"128","DC",1671,2019,8,31,6308.5,203.5,"bike"
"129","DC",1671,2019,9,30,6160,205.333333333333,"bike"
"130","DC",1671,2019,10,31,4033.5,130.112903225806,"bike"
"131","DC",1671,2019,11,30,2383,79.4333333333333,"bike"
"132","DC",1671,2019,12,31,1206.5,38.9193548387097,"bike"
"133","DC",1671,2020,1,31,1770,57.0967741935484,"bike"
"134","DC",1671,2020,2,29,1662,57.3103448275862,"bike"
"135","DC",1671,2020,3,31,5709,184.161290322581,"bike"
"136","DC",1671,2020,4,24,4428.5,184.520833333333,"bike"
"137","DC",1671,2020,5,3,0,0,"bike"
"138","DC",1671,2020,9,13,4372.5,336.346153846154,"bike"
"139","DC",1671,2020,10,31,8923,287.838709677419,"bike"
"140","DC",1671,2020,11,30,7390,246.333333333333,"bike"
"141","DC",1671,2020,12,31,3339,107.709677419355,"bike"
"142","DC",1671,2021,1,31,3342.5,107.822580645161,"bike"
"143","DC",1671,2021,2,28,1658.5,59.2321428571429,"bike"
"144","DC",1671,2021,3,31,6328.5,204.145161290323,"bike"
"145","DC",1671,2021,4,30,3991.5,133.05,"bike"
"146","DC",1671,2021,5,31,389.5,12.5645161290323,"bike"
"147","DC",1671,2021,6,30,2643.5,88.1166666666667,"bike"
"148","DC",1671,2021,7,31,4052.5,130.725806451613,"bike"
"149","DC",1671,2021,8,31,4101.5,132.306451612903,"bike"
"150","DC",1671,2021,9,30,0,0,"bike"
"151","DC",1671,2021,10,31,0,0,"bike"
"152","DC",1671,2021,11,30,0,0,"bike"
"153","DC",1671,2021,12,31,0,0,"bike"
"154","DC",1671,2022,1,31,0,0,"bike"
"155","DC",1671,2022,2,28,0,0,"bike"
"156","DC",1671,2022,3,31,0,0,"bike"
"157","DC",1671,2022,12,1,0,0,"bike"
"158","DC",1671,2023,1,3,0,0,"bike"
"159","DC",1671,2023,2,10,0,0,"bike"
"160","DC",1671,2023,5,1,0,0,"bike"
"161","DC",1672,2018,3,31,1316.5,42.4677419354839,"bike"
"162","DC",1672,2018,4,30,2376,79.2,"bike"
"163","DC",1672,2018,5,31,3599.5,116.112903225806,"bike"
"164","DC",1672,2018,6,30,3765.5,125.516666666667,"bike"
"165","DC",1672,2018,7,31,4893.5,157.854838709677,"bike"
"166","DC",1672,2018,8,31,4163,134.290322580645,"bike"
"167","DC",1672,2018,9,30,3275,109.166666666667,"bike"
"168","DC",1672,2018,10,31,2257.5,72.8225806451613,"bike"
"169","DC",1672,2018,11,30,1438.5,47.95,"bike"
"170","DC",1672,2018,12,31,841,27.1290322580645,"bike"
"171","DC",1672,2019,1,31,777,25.0645161290323,"bike"
"172","DC",1672,2019,2,28,778,27.7857142857143,"bike"
"173","DC",1672,2019,3,31,1726.5,55.6935483870968,"bike"
"174","DC",1672,2019,4,30,3083.5,102.783333333333,"bike"
"175","DC",1672,2019,5,31,3880.5,125.177419354839,"bike"
"176","DC",1672,2019,6,30,4980.5,166.016666666667,"bike"
"177","DC",1672,2019,7,31,4672,150.709677419355,"bike"
"178","DC",1672,2019,8,31,4809,155.129032258065,"bike"
"179","DC",1672,2019,9,30,4574.5,152.483333333333,"bike"
"180","DC",1672,2019,10,31,2763.5,89.1451612903226,"bike"
"181","DC",1672,2019,11,30,1590,53,"bike"
"182","DC",1672,2019,12,31,844.5,27.241935483871,"bike"
"183","DC",1672,2020,1,31,1230,39.6774193548387,"bike"
"184","DC",1672,2020,2,29,1141,39.3448275862069,"bike"
"185","DC",1672,2020,3,31,4202,135.548387096774,"bike"
"186","DC",1672,2020,4,30,3799.5,126.65,"bike"
"187","DC",1672,2020,5,31,3476,112.129032258065,"bike"
"188","DC",1672,2020,6,30,0,0,"bike"
"189","DC",1672,2020,7,31,0,0,"bike"
"190","DC",1672,2020,8,31,0,0,"bike"
"191","DC",1672,2020,9,30,0,0,"bike"
"192","DC",1672,2020,10,31,0,0,"bike"
"193","DC",1672,2020,11,30,0,0,"bike"
"194","DC",1672,2020,12,31,0,0,"bike"
"195","DC",1672,2021,1,31,2008.5,64.7903225806452,"bike"
"196","DC",1672,2021,2,28,1235.5,44.125,"bike"
"197","DC",1672,2021,3,31,4999.5,161.274193548387,"bike"
"198","DC",1672,2021,4,30,6388.5,212.95,"bike"
"199","DC",1672,2021,5,31,7604.5,245.306451612903,"bike"
"200","DC",1672,2021,6,30,7422.5,247.416666666667,"bike"
"201","DC",1672,2021,7,31,8431,271.967741935484,"bike"
"202","DC",1672,2021,8,31,6098,196.709677419355,"bike"
"203","DC",1672,2021,9,30,6794,226.466666666667,"bike"
"204","DC",1672,2021,10,31,5282.5,170.403225806452,"bike"
"205","DC",1672,2021,11,30,2808.5,93.6166666666667,"bike"
"206","DC",1672,2021,12,31,2132.5,68.7903225806452,"bike"
"207","DC",1672,2022,1,31,605,19.5161290322581,"bike"
"208","DC",1672,2022,2,28,1831.5,65.4107142857143,"bike"
"209","DC",1672,2022,3,31,2753.5,88.8225806451613,"bike"
"210","DC",1672,2022,4,30,4245.5,141.516666666667,"bike"
"211","DC",1672,2022,5,31,4653.5,150.112903225806,"bike"
"212","DC",1672,2022,6,30,6042.5,201.416666666667,"bike"
"213","DC",1672,2022,7,31,6221,200.677419354839,"bike"
"214","DC",1672,2022,8,31,5391,173.903225806452,"bike"
"215","DC",1672,2022,9,30,4896,163.2,"bike"
"216","DC",1672,2022,10,31,3322.5,107.177419354839,"bike"
"217","DC",1672,2022,11,30,2652,88.4,"bike"
"218","DC",1672,2022,12,31,963.5,31.0806451612903,"bike"
"219","DC",1672,2023,1,31,1684.5,54.3387096774194,"bike"
"220","DC",1672,2023,2,28,1691.5,60.4107142857143,"bike"
"221","DC",1672,2023,3,30,2139.5,71.3166666666667,"bike"
"222","DC",1672,2023,4,30,4111,137.033333333333,"bike"
"223","DC",1672,2023,5,31,5037,162.483870967742,"bike"
"224","DC",1672,2023,6,29,4686,161.586206896552,"bike"
"225","DC",1672,2023,7,30,5865,195.5,"bike"
"226","DC",1672,2023,8,31,5277.5,170.241935483871,"bike"
"227","DC",1672,2023,9,30,4181.5,139.383333333333,"bike"
"228","DC",1672,2023,10,31,3651,117.774193548387,"bike"
"229","DC",1672,2023,11,30,2415,80.5,"bike"
"230","DC",1672,2023,12,31,1286,41.4838709677419,"bike"
"231","DC",1673,2018,3,31,1595.5,51.4677419354839,"bike"
"232","DC",1673,2018,4,30,2878.5,95.95,"bike"
"233","DC",1673,2018,5,31,4282,138.129032258065,"bike"
"234","DC",1673,2018,6,30,4419.5,147.316666666667,"bike"
"235","DC",1673,2018,7,31,5720,184.516129032258,"bike"
"236","DC",1673,2018,8,31,4929.5,159.016129032258,"bike"
"237","DC",1673,2018,9,30,3772.5,125.75,"bike"
"238","DC",1673,2018,10,31,2835.5,91.4677419354839,"bike"
"239","DC",1673,2018,11,30,1736.5,57.8833333333333,"bike"
"240","DC",1673,2018,12,31,1079.5,34.8225806451613,"bike"
"241","DC",1673,2019,1,31,935.5,30.1774193548387,"bike"
"242","DC",1673,2019,2,28,949,33.8928571428571,"bike"
"243","DC",1673,2019,3,31,2132.5,68.7903225806452,"bike"
"244","DC",1673,2019,4,30,3815,127.166666666667,"bike"
"245","DC",1673,2019,5,31,4622.5,149.112903225806,"bike"
"246","DC",1673,2019,6,30,6067,202.233333333333,"bike"
"247","DC",1673,2019,7,31,5656,182.451612903226,"bike"
"248","DC",1673,2019,8,31,5892.5,190.08064516129,"bike"
"249","DC",1673,2019,9,30,5648.5,188.283333333333,"bike"
"250","DC",1673,2019,10,31,3617,116.677419354839,"bike"
"251","DC",1673,2019,11,30,2127,70.9,"bike"
"252","DC",1673,2019,12,31,1115.5,35.9838709677419,"bike"
"253","DC",1673,2020,1,31,1604,51.741935483871,"bike"
"254","DC",1673,2020,2,29,1497.5,51.6379310344828,"bike"
"255","DC",1673,2020,3,31,5282,170.387096774194,"bike"
"256","DC",1673,2020,4,30,7707,256.9,"bike"
"257","DC",1673,2020,5,30,10072.5,335.75,"bike"
"258","DC",1673,2020,11,28,6871,245.392857142857,"bike"
"259","DC",1673,2020,12,31,3114,100.451612903226,"bike"
"260","DC",1673,2021,1,31,3107,100.225806451613,"bike"
"261","DC",1673,2021,2,28,1538.5,54.9464285714286,"bike"
"262","DC",1673,2021,3,31,5933,191.387096774194,"bike"
"263","DC",1673,2021,4,30,7191,239.7,"bike"
"264","DC",1673,2021,5,31,8778.5,283.177419354839,"bike"
"265","DC",1673,2021,6,30,8342.5,278.083333333333,"bike"
"266","DC",1673,2021,7,31,9498,306.387096774194,"bike"
"267","DC",1673,2021,8,31,7124,229.806451612903,"bike"
"268","DC",1673,2021,9,30,8159.5,271.983333333333,"bike"
"269","DC",1673,2021,10,31,6493,209.451612903226,"bike"
"270","DC",1673,2021,11,30,3528,117.6,"bike"
"271","DC",1673,2021,12,31,2837,91.5161290322581,"bike"
"272","DC",1673,2022,1,31,787.5,25.4032258064516,"bike"
"273","DC",1673,2022,2,28,2321.5,82.9107142857143,"bike"
"274","DC",1673,2022,3,31,3573,115.258064516129,"bike"
"275","DC",1673,2022,4,30,5147,171.566666666667,"bike"
"276","DC",1673,2022,5,31,5760.5,185.822580645161,"bike"
"277","DC",1673,2022,6,30,7496,249.866666666667,"bike"
"278","DC",1673,2022,7,31,7532,242.967741935484,"bike"
"279","DC",1673,2022,8,31,6549.5,211.274193548387,"bike"
"280","DC",1673,2022,9,30,6213,207.1,"bike"
"281","DC",1673,2022,10,31,4379,141.258064516129,"bike"
"282","DC",1673,2022,11,30,3400.5,113.35,"bike"
"283","DC",1673,2022,12,20,462.5,23.125,"bike"
"284","DC",1673,2023,1,1,0,0,"bike"
"285","DC",1673,2023,2,20,1730,86.5,"bike"
"286","DC",1673,2023,3,31,2995,96.6129032258064,"bike"
"287","DC",1673,2023,4,30,5457.5,181.916666666667,"bike"
"288","DC",1673,2023,5,31,6721.5,216.822580645161,"bike"
"289","DC",1673,2023,6,29,6074.5,209.465517241379,"bike"
"290","DC",1673,2023,7,31,7749.5,249.983870967742,"bike"
"291","DC",1673,2023,8,31,6758,218,"bike"
"292","DC",1673,2023,9,30,5433,181.1,"bike"
"293","DC",1673,2023,10,31,4960.5,160.016129032258,"bike"
"294","DC",1673,2023,11,30,3260.5,108.683333333333,"bike"
"295","DC",1673,2023,12,31,1706.5,55.0483870967742,"bike"
"296","DC",1674,2018,1,31,4692,151.354838709677,"bike"
"297","DC",1674,2018,2,28,5367.5,191.696428571429,"bike"
"298","DC",1674,2018,3,31,5450.5,175.822580645161,"bike"
"299","DC",1674,2018,4,30,8539.5,284.65,"bike"
"300","DC",1674,2018,5,31,10923,352.354838709677,"bike"
"301","DC",1674,2018,6,30,10779.5,359.316666666667,"bike"
"302","DC",1674,2018,7,31,10655.5,343.725806451613,"bike"
"303","DC",1674,2018,8,14,4082.5,291.607142857143,"bike"
"304","DC",1674,2018,9,30,5,0.166666666666667,"bike"
"305","DC",1674,2018,10,31,0,0,"bike"
"306","DC",1674,2018,11,30,0,0,"bike"
"307","DC",1674,2018,12,31,0,0,"bike"
"308","DC",1674,2019,1,31,0,0,"bike"
"309","DC",1674,2019,2,28,0,0,"bike"
"310","DC",1674,2019,3,31,0,0,"bike"
"311","DC",1674,2019,4,30,0,0,"bike"
"312","DC",1674,2019,5,31,0,0,"bike"
"313","DC",1674,2019,6,30,0,0,"bike"
"314","DC",1674,2019,7,31,1739,56.0967741935484,"bike"
"315","DC",1674,2019,8,31,10394.5,335.306451612903,"bike"
"316","DC",1674,2019,9,30,11731.5,391.05,"bike"
"317","DC",1674,2019,10,31,9881.5,318.758064516129,"bike"
"318","DC",1674,2019,11,30,6711,223.7,"bike"
"319","DC",1674,2019,12,18,2735.5,151.972222222222,"bike"
"320","DC",1674,2021,8,20,6362.5,318.125,"bike"
"321","DC",1674,2021,9,30,12889,429.633333333333,"bike"
"322","DC",1674,2021,10,31,12012,387.483870967742,"bike"
"323","DC",1674,2021,11,30,8766,292.2,"bike"
"324","DC",1674,2021,12,31,6676.5,215.370967741935,"bike"
"325","DC",1674,2022,1,31,3131,101,"bike"
"326","DC",1674,2022,2,28,5854,209.071428571429,"bike"
"327","DC",1674,2022,3,31,9227.5,297.661290322581,"bike"
"328","DC",1674,2022,4,30,11037,367.9,"bike"
"329","DC",1674,2022,5,31,13547.5,437.016129032258,"bike"
"330","DC",1674,2022,6,30,15193.5,506.45,"bike"
"331","DC",1674,2022,7,31,13469.5,434.5,"bike"
"332","DC",1674,2022,8,31,2842.5,91.6935483870968,"bike"
"333","DC",1674,2022,9,30,4617.5,153.916666666667,"bike"
"334","DC",1674,2022,10,19,408,21.4736842105263,"bike"
"335","DC",1674,2022,11,10,0,0,"bike"
"336","DC",1674,2022,12,11,1250,113.636363636364,"bike"
"337","DC",1674,2023,1,31,8892,286.838709677419,"bike"
"338","DC",1674,2023,2,28,8735,311.964285714286,"bike"
"339","DC",1674,2023,3,31,11262.5,363.306451612903,"bike"
"340","DC",1674,2023,4,30,14955.5,498.516666666667,"bike"
"341","DC",1674,2023,5,31,17503,564.612903225806,"bike"
"342","DC",1674,2023,6,25,6381.5,255.26,"bike"
"343","DC",1675,2018,1,31,926,29.8709677419355,"bike"
"344","DC",1675,2018,2,28,514,18.3571428571429,"bike"
"345","DC",1675,2018,3,31,1459.5,47.0806451612903,"bike"
"346","DC",1675,2018,4,29,2770.25,95.5258620689655,"bike"
"347","DC",1675,2018,5,31,4073,131.387096774194,"bike"
"348","DC",1675,2018,6,30,4297.25,143.241666666667,"bike"
"349","DC",1675,2018,7,31,4430.75,142.927419354839,"bike"
"350","DC",1675,2018,8,31,4785.5,154.370967741935,"bike"
"351","DC",1675,2018,9,30,3414.25,113.808333333333,"bike"
"352","DC",1675,2018,10,31,3182.75,102.66935483871,"bike"
"353","DC",1675,2018,11,30,1672.75,55.7583333333333,"bike"
"354","DC",1675,2018,12,31,1293.75,41.7338709677419,"bike"
"355","DC",1675,2019,1,31,1045.25,33.7177419354839,"bike"
"356","DC",1675,2019,2,28,1327,47.3928571428571,"bike"
"357","DC",1675,2019,3,31,2268,73.1612903225806,"bike"
"358","DC",1675,2019,4,30,1689.75,56.325,"bike"
"359","DC",1675,2019,5,31,3649.75,117.733870967742,"bike"
"360","DC",1675,2019,6,30,4279.75,142.658333333333,"bike"
"361","DC",1675,2019,7,31,4022.25,129.75,"bike"
"362","DC",1675,2019,8,31,4112.75,132.66935483871,"bike"
"363","DC",1675,2019,9,30,4436.25,147.875,"bike"
"364","DC",1675,2019,10,31,3721.25,120.040322580645,"bike"
"365","DC",1675,2019,11,30,1870.75,62.3583333333333,"bike"
"366","DC",1675,2019,12,31,1248.25,40.2661290322581,"bike"
"367","DC",1675,2020,1,31,1678,54.1290322580645,"bike"
"368","DC",1675,2020,2,29,1513.75,52.198275862069,"bike"
"369","DC",1675,2020,3,31,2506.25,80.8467741935484,"bike"
"370","DC",1675,2020,4,30,1629,54.3,"bike"
"371","DC",1675,2020,5,31,3333.25,107.524193548387,"bike"
"372","DC",1675,2020,6,30,3819.25,127.308333333333,"bike"
"373","DC",1675,2020,7,31,3914.5,126.274193548387,"bike"
"374","DC",1675,2020,8,31,3846.75,124.088709677419,"bike"
"375","DC",1675,2020,9,30,3644.75,121.491666666667,"bike"
"376","DC",1675,2020,10,31,2911,93.9032258064516,"bike"
"377","DC",1675,2020,11,30,2092.5,69.75,"bike"
"378","DC",1675,2020,12,31,1145,36.9354838709677,"bike"
"379","DC",1675,2021,1,31,1105.5,35.6612903225806,"bike"
"380","DC",1675,2021,2,28,693.25,24.7589285714286,"bike"
"381","DC",1675,2021,3,31,2562.5,82.6612903225806,"bike"
"382","DC",1675,2021,4,30,2535.5,84.5166666666667,"bike"
"383","DC",1675,2021,5,31,3305,106.612903225806,"bike"
"384","DC",1675,2021,6,30,3537.5,117.916666666667,"bike"
"385","DC",1675,2021,7,31,3751.25,121.008064516129,"bike"
"386","DC",1675,2021,8,31,3046.5,98.2741935483871,"bike"
"387","DC",1675,2021,9,30,3642.75,121.425,"bike"
"388","DC",1675,2021,10,31,3207,103.451612903226,"bike"
"389","DC",1675,2021,11,30,1905,63.5,"bike"
"390","DC",1675,2021,12,31,841.75,27.1532258064516,"bike"
"391","DC",1675,2022,1,31,516.25,16.6532258064516,"bike"
"392","DC",1675,2022,2,28,798.75,28.5267857142857,"bike"
"393","DC",1675,2022,3,31,2636.25,85.0403225806452,"bike"
"394","DC",1675,2022,4,30,3599.25,119.975,"bike"
"395","DC",1675,2022,5,31,4276.25,137.943548387097,"bike"
"396","DC",1675,2022,6,30,4237.5,141.25,"bike"
"397","DC",1675,2022,7,31,4846.5,156.338709677419,"bike"
"398","DC",1675,2022,8,31,4800.5,154.854838709677,"bike"
"399","DC",1675,2022,9,30,4736.75,157.891666666667,"bike"
"400","DC",1675,2022,10,31,3695,119.193548387097,"bike"
"401","DC",1675,2022,11,30,2699,89.9666666666667,"bike"
"402","DC",1675,2022,12,31,1447.25,46.6854838709677,"bike"
"403","DC",1675,2023,1,31,2095.25,67.5887096774194,"bike"
"404","DC",1675,2023,2,28,2242.25,80.0803571428571,"bike"
"405","DC",1675,2023,3,31,3454.75,111.443548387097,"bike"
"406","DC",1675,2023,4,30,4586,152.866666666667,"bike"
"407","DC",1675,2023,5,31,5713.25,184.298387096774,"bike"
"408","DC",1675,2023,6,29,4832,166.620689655172,"bike"
"409","DC",1675,2023,7,31,5558,179.290322580645,"bike"
"410","DC",1675,2023,8,31,5481.25,176.814516129032,"bike"
"411","DC",1675,2023,9,30,4993.25,166.441666666667,"bike"
"412","DC",1675,2023,10,31,4560.5,147.112903225806,"bike"
"413","DC",1675,2023,11,30,2815.75,93.8583333333333,"bike"
"414","DC",1675,2023,12,31,1880.25,60.6532258064516,"bike"
"415","DC",1676,2018,1,30,1481.5,49.3833333333333,"bike"
"416","DC",1676,2018,2,28,2358.5,84.2321428571429,"bike"
"417","DC",1676,2018,3,31,2424.5,78.2096774193548,"bike"
"418","DC",1676,2018,4,30,3805.5,126.85,"bike"
"419","DC",1676,2018,5,31,4897.5,157.983870967742,"bike"
"420","DC",1676,2018,6,30,4934,164.466666666667,"bike"
"421","DC",1676,2018,7,31,4882.5,157.5,"bike"
"422","DC",1676,2018,8,31,5194,167.548387096774,"bike"
"423","DC",1676,2018,9,30,3905,130.166666666667,"bike"
"424","DC",1676,2018,10,31,4076.5,131.5,"bike"
"425","DC",1676,2018,11,30,2590.5,86.35,"bike"
"426","DC",1676,2018,12,31,2168,69.9354838709677,"bike"
"427","DC",1676,2019,1,31,1783.5,57.5322580645161,"bike"
"428","DC",1676,2019,2,28,1852,66.1428571428571,"bike"
"429","DC",1676,2019,3,31,2990.5,96.4677419354839,"bike"
"430","DC",1676,2019,4,30,4383.5,146.116666666667,"bike"
"431","DC",1676,2019,5,31,4869,157.064516129032,"bike"
"432","DC",1676,2019,6,30,5413,180.433333333333,"bike"
"433","DC",1676,2019,7,31,5070,163.548387096774,"bike"
"434","DC",1676,2019,8,31,5268,169.935483870968,"bike"
"435","DC",1676,2019,9,30,5317,177.233333333333,"bike"
"436","DC",1676,2019,10,31,5028,162.193548387097,"bike"
"437","DC",1676,2019,11,30,2857.5,95.25,"bike"
"438","DC",1676,2019,12,31,1961.5,63.2741935483871,"bike"
"439","DC",1676,2020,1,31,2434,78.5161290322581,"bike"
"440","DC",1676,2020,2,2,109,54.5,"bike"
"441","DC",1677,2018,1,31,4009,129.322580645161,"bike"
"442","DC",1677,2018,2,28,4438,158.5,"bike"
"443","DC",1677,2018,3,31,4708,151.870967741935,"bike"
"444","DC",1677,2018,4,30,6785,226.166666666667,"bike"
"445","DC",1677,2018,5,31,8224,265.290322580645,"bike"
"446","DC",1677,2018,6,30,8455,281.833333333333,"bike"
"447","DC",1677,2018,7,31,7499,241.903225806452,"bike"
"448","DC",1677,2018,8,31,8722,281.354838709677,"bike"
"449","DC",1677,2018,9,30,7129,237.633333333333,"bike"
"450","DC",1677,2018,10,31,8618,278,"bike"
"451","DC",1677,2018,11,30,4901,163.366666666667,"bike"
"452","DC",1677,2018,12,31,3602,116.193548387097,"bike"
